-8.92477731	9.38322381	-1.66482734	8.05759822
-9.02204533	5.69997004	-2.12539453	3.06098978
-8.93799044	5.23520327	-1.73426444	2.07059250
-8.92544301	4.97183043	-1.66839232	1.26455441
-8.84203079	4.88086134	-1.14083676	0.83833612
-9.14426060	4.89439711	-2.59566983	0.91385066
-8.86132528	5.60262011	-1.28182903	2.87564812
-9.33162892	4.80832611	-3.19363403	0.00000000
-9.05202141	5.43356865	-2.24924246	2.53054704
-9.21848988	5.16248134	-2.84614751	1.87915236
-17.88827860	4.80832611	-15.59200152	0.00000000
