-12.1517	28.4208	-11.1599	26.9881
-10.7299	24.0587	-9.59224	22.3482
-5.43069	23.9157	-2.52435	22.1942
-5.5024	10.5365	-2.67514	5.62467
-5.14427	9.40669	-1.82853	3.01758
-5.00439	9.69081	-1.38705	3.81205
-5.01765	9.37035	-1.43415	2.90231
-5.08107	9.13723	-1.64235	2.02705
-5.12193	8.97552	-1.76471	1.08626
-5.51007	9.04248	-2.69088	1.54482
-5.93602	9.17345	-3.48086	2.18452
-7.23911	9.33195	-5.41153	2.77585
-5.96173	9.55114	-3.52452	3.44154
-5.48841	10.9964	-2.64626	6.44516
-5.35898	10.5548	-2.36616	5.65898
-5.97592	10.6895	-3.54846	5.90645
-6.41238	11.5517	-4.24248	7.35269
-6.99526	12.2931	-5.08071	8.46991
-7.5828	10.8697	-5.86334	6.22661
-13.4864	10.3167	-12.6002	5.20139
-9.1127	9.89448	-7.74088	4.30356
-9.31784	11.2582	-7.98136	6.88235
-8.87283	13.0405	-7.45702	9.52231
-12.5066	10.3504	-11.5453	5.26792
-15.0308	13.5167	-14.241	10.1647
-18.5709	16.0202	-17.9377	13.3141
-14.8856	20.8158	-14.0877	18.8127
-22.8043	28.4409	-22.2916	27.0093
-43.2369	31.7679	-42.9687	30.4929
