-14.1924	27.4131	-11.1599	26.9881
-12.9958	22.8596	-9.59224	22.3482
-9.12427	22.709	-2.52435	22.1942
-9.16714	7.39979	-2.67514	5.62467
-8.95676	5.67678	-1.82853	3.01758
-8.87716	6.1361	-1.38705	3.81205
-8.88464	5.61635	-1.43415	2.90231
-8.92061	5.21813	-1.64235	2.02705
-8.94395	4.9295	-1.76471	1.08626
-9.17174	5.05039	-2.69088	1.54482
-9.43379	5.2813	-3.48086	2.18452
-10.3036	5.55206	-5.41153	2.77585
-9.44999	5.91305	-3.52452	3.44154
-9.15875	8.04115	-2.64626	6.44516
-9.08178	7.4259	-2.36616	5.65898
-9.45894	7.61617	-3.54846	5.90645
-9.74057	8.78534	-4.24248	7.35269
-10.1338	9.73958	-5.08071	8.46991
-10.5479	7.86706	-5.86334	6.22661
-15.3507	7.08339	-12.6002	5.20139
-11.6962	6.45296	-7.74088	4.30356
-11.8567	8.39564	-7.98136	6.88235
-11.5103	10.6674	-7.45702	9.52231
-14.4974	7.13239	-11.5453	5.26792
-16.7238	11.2446	-14.241	10.1647
-19.966	14.1558	-17.9377	13.3141
-16.5934	19.4175	-14.0877	18.8127
-23.954	27.434	-22.2916	27.0093
-43.8542	30.8697	-42.9687	30.4929
