-8.76812409	13.94926617	0.00000000	13.09435095
-13.03893536	4.95816165	-9.65058730	1.20969707
-8.93800687	22.65091290	-1.73434909	22.13467540
-8.82085702	7.30529928	-0.96307765	5.49976341
-8.91528858	5.67288238	-1.61318644	3.01024824
-8.96849473	6.13365792	-1.88517843	3.80811758
-8.99184918	4.81112945	-1.99332677	0.16421494
-9.18353798	5.20352586	-2.73081852	1.98914087
-9.31293537	4.88962956	-3.13859288	0.88796238
-9.37849770	5.01856270	-3.32809543	1.43734880
-9.17663114	4.87474838	-2.70750052	0.80197989
-10.74935306	4.80832611	-6.21840745	0.00000000
-8.77176423	5.89169806	-0.25268107	3.40471820
-10.69111853	8.04109886	-6.11719016	6.44509665
-14.05907790	5.75536680	-10.98988951	3.16294910
-9.22825832	5.93037535	-2.87762952	3.47121763
-27.49620247	6.36101608	-26.06072045	4.16443581
