-14.7869	14.7869	-11.7325	11.7325
-10.1768	10.1768	-4.75046	4.75046
-10.362	10.362	-5.13529	5.13529
-9.95703	9.95703	-4.25938	4.25938
-9.48515	9.48515	-2.99467	2.99467
-10.4471	10.4471	-5.30493	5.30493
-10.1001	10.1001	-4.58398	4.58398
-10.7618	10.7618	-5.90062	5.90062
-12.6883	12.6883	-8.94391	8.94391
-10.4629	10.4629	-5.336	5.336
-11.2893	11.2893	-6.81524	6.81524
-11.6088	11.6088	-7.33247	7.33247
-12.2928	12.2928	-8.37329	8.37329
-13.1422	13.1422	-9.57695	9.57695
-11.2495	11.2495	-6.74924	6.74924
-10.377	10.377	-5.16543	5.16543
-17.5218	17.5218	-15.0337	15.0337
-37.3915	37.3915	-36.2922	36.2922
-71.4045	71.4045	-70.835	70.835
