-18.2038	18.2038	-15.8234	15.8234
-15.0813	15.0813	-12.1014	12.1014
-14.3209	14.3209	-11.1395	11.1395
-9.46724	9.46724	-2.93746	2.93746
-9.16729	9.16729	-1.74331	1.74331
-9.24749	9.24749	-2.12512	2.12512
-9.05595	9.05595	-1.00514	1.00514
-9.18088	9.18088	-1.81346	1.81346
-9.16682	9.16682	-1.74085	1.74085
-9.20284	9.20284	-1.92153	1.92153
-9.21195	9.21195	-1.96469	1.96469
-9.52186	9.52186	-3.10898	3.10898
-9.47835	9.47835	-2.97308	2.97308
-10.0495	10.0495	-4.47139	4.47139
-10.7286	10.7286	-5.83981	5.83981
-9.73722	9.73722	-3.71664	3.71664
-18.5579	18.5579	-16.2295	16.2295
