-8.76812409	14.10530715	0.00000000	13.26045587
-12.89364691	4.95816165	-9.45336610	1.20969707
-9.07816981	22.65091290	-2.35226849	22.13467540
-9.16148070	7.30529928	-2.65569738	5.49976341
-8.98268205	5.67288238	-1.95155753	3.01024824
-8.87588758	6.13365792	-1.37890551	3.80811758
-8.89037713	4.81112945	-1.46928743	0.16421494
-8.93984197	5.20352586	-1.74378166	1.98914087
-8.94876207	4.88962956	-1.78895013	0.88796238
-8.84462619	5.01856270	-1.16078094	1.43734880
-8.87889122	4.87474838	-1.39810917	0.80197989
-10.31137133	4.80832611	-5.42626747	0.00000000
-8.94286672	5.89169806	-1.75922289	3.40471820
-8.82849019	8.04109886	-1.03064982	6.44509665
-8.96573497	5.75536680	-1.87200521	3.16294910
-9.44568104	5.93037535	-3.51296032	3.47121763
-8.99145072	6.36101608	-1.99152857	4.16443581
-9.56444716	9.69504681	-3.82081790	8.41866573
-10.25990287	4.80832611	-5.32781446	0.00000000
-15.81430393	4.80832611	-13.16101094	0.00000000
-10.13889757	6.45404564	-5.09089814	4.30519513
-11.30094456	4.80832611	-7.12961065	0.00000000
-9.07718483	10.85790141	-2.34846425	9.73519507
-10.51737177	6.18843710	-5.80819325	3.89573532
-17.33296347	4.80832611	-14.95164281	0.00000000
-19.67904790	10.41443485	-17.61774464	9.23798967
-10.20874634	19.04359430	-5.22862331	18.42657005
-22.22088929	4.80832611	-20.41783340	0.00000000
-36.80926457	4.80832611	-35.74971270	0.00000000
