-13.017	13.017	-9.40442	9.40442
-9.37483	9.37483	-2.62439	2.62439
-9.43286	9.43286	-2.82467	2.82467
-9.5991	9.5991	-3.33808	3.33808
-10.0498	10.0498	-4.47205	4.47205
-9.89257	9.89257	-4.10645	4.10645
-10.3317	10.3317	-5.07381	5.07381
-9.78651	9.78651	-3.84393	3.84393
-9.61481	9.61481	-3.38297	3.38297
-9.31183	9.31183	-2.3896	2.3896
-9.31208	9.31208	-2.39056	2.39056
-9.67099	9.67099	-3.5395	3.5395
-9.67222	9.67222	-3.54286	3.54286
-9.60465	9.60465	-3.354	3.354
-9.46507	9.46507	-2.93047	2.93047
-12.5433	12.5433	-8.73694	8.73694
-12.1493	12.1493	-8.16127	8.16127
-18.8387	18.8387	-16.5499	16.5499
