-12.0418	28.3768	-11.0402	26.9418
-10.7806	24.0566	-9.64892	22.3459
-5.4591	23.9151	-2.58491	22.1935
-5.23168	10.536	-2.06166	5.62383
-5.09082	9.40642	-1.67224	3.01674
-5.16704	9.69079	-1.89164	3.81201
-5.20523	9.37037	-1.9936	2.90238
-5.53538	9.13729	-2.74234	2.02732
-5.76397	8.97562	-3.17857	1.08707
-6.31146	9.04245	-4.08834	1.54461
-6.38491	9.17356	-4.20085	2.185
-7.86022	9.33199	-6.21797	2.77596
-7.4623	9.55089	-5.70665	3.44087
-8.14012	11.3229	-6.56822	6.98764
-12.0241	10.0502	-11.0208	4.65047
-14.5756	11.2944	-13.7596	6.94143
-24.2306	13.4402	-23.7487	10.0628
