-14.0984	27.3675	-11.0402	26.9418
-13.0377	22.8574	-9.64892	22.3459
-9.14121	22.7084	-2.58491	22.1935
-9.00724	7.39915	-2.06166	5.62383
-8.92616	5.67633	-1.67224	3.01674
-8.96985	6.13608	-1.89164	3.81201
-8.99191	5.61639	-1.9936	2.90238
-9.18697	5.21824	-2.74234	2.02732
-9.32649	4.92968	-3.17857	1.08707
-9.67443	5.05033	-4.08834	1.54461
-9.72251	5.2815	-4.20085	2.185
-10.7491	5.55211	-6.21797	2.77596
-10.4616	5.91266	-5.70665	3.44087
-10.9554	8.48216	-6.56822	6.98764
-14.0833	6.68931	-11.0208	4.65047
-16.3159	8.44414	-13.7596	6.94143
-25.3157	11.1526	-23.7487	10.0628
