	 	 p_{T}	 Yield Extraction 	 PID 	 chi2 gamma 	 reconst effi
0.5	13.3838	28.0678	12.4764	23.0118	
0.7	5.64779	6.04943	2.13258	10.0868	
0.9	3.28664	5.49798	0.943613	5.54282	
1.1	3.93596	1.2762	0.937246	1.92279	
1.3	1.65664	2.52409	0.826968	1.63212	
1.5	2.62812	1.78419	0.684318	1.49313	
1.7	3.57337	3.39636	1.0657	2.65278	
1.9	1.56383	4.06752	1.58626	2.60043	
2.1	2.42597	5.33083	0.506125	1.39133	
2.3	1.26295	3.69782	0.429806	2.10594	
2.5	3.32829	3.68947	1.43457	2.05191	
2.8	2.81288	5.1718	0.813916	2.72709	
3.25	1.90884	6.08434	1.57669	1.93061	
3.75	3.5607	7.25215	1.46	1.83354	
4.5	2.38354	7.19413	3.33513	5.53192	
5.5	3.94494	7.13689	2.64635	3.26034	
7	3.47132	8.87511	3.10143	3.7865	
9	45.4801	28.0607	7.99776	10.2023	
11	4.58798	30.3241	6.65255	8.85569	
