2.5	-17.4947	17.4947	-17.4947	17.4947
3.5	-16.4537	16.4537	-16.4537	16.4537
5	-16.4682	16.4682	-16.4682	16.4682
7	-16.2377	16.2377	-16.2377	16.2377
