	 	 p_{T}	 Yield Extraction 	 PID 	 chi2 gamma 	 reconst effi
0.5	17.3536	22.8341	33.9017	44.8425	
0.7	8.9179	9.56726	3.97652	18.5424	
0.9	8.87408	7.42208	3.70617	9.83106	
1.1	9.92418	2.95849	4.21678	5.76321	
1.3	6.45413	2.9597	2.74175	4.84798	
1.5	5.51819	1.68555	1.09975	5.38098	
1.7	3.85097	3.20381	1.67458	2.50076	
1.9	7.64504	4.84175	3.47988	7.17766	
2.1	5.43039	5.57366	1.20225	4.58446	
2.3	5.19886	6.95234	3.50572	4.34096	
2.5	2.46283	5.08523	0.162301	6.0033	
2.8	2.93493	3.76891	1.56463	4.30034	
3.25	3.86859	5.35556	1.35531	2.94127	
3.75	5.17464	8.28493	2.2332	5.96441	
4.5	9.73766	6.12343	2.28117	5.38627	
5.5	6.17118	13.3041	5.34323	9.3079	
7	4.10725	8.78191	0.482646	6.94576	
9	23.1373	42.586	58.4121	74.3686	
11	2.19164	40.2821	1.4328	41.7573	
