-19.8572	50.0981	-17.7006	49.2831
-14.3115	10.2647	-11.1274	4.936
-12.2712	10.8128	-8.34158	5.99313
-10.2901	10.8465	-4.98858	6.05361
-9.72897	11.1712	-3.69499	6.61785
-9.82428	11.3215	-3.9391	6.86847
-9.80436	11.04	-3.88914	6.39386
-11.4481	11.858	-7.07525	7.72086
-12.9121	13.6577	-9.25864	10.2729
-11.3163	13.2773	-6.86001	9.76147
-12.2793	11.4183	-8.35352	7.02691
-13.7454	13.6029	-10.3892	10.2
-13.7241	15.0024	-10.361	12.003
-17.8163	14.9987	-15.376	11.9984
-13.8571	18.8033	-10.5366	16.5095
-18.1191	23.2695	-15.7259	21.4585
-13.2322	16.176	-9.70002	13.441
-39.9294	27.5664	-38.9019	26.0559
-61.5237	69.0661	-60.8619	68.4772
