1.25	-18.3409	18.3409	-17.2674	17.2674
1.75	-17.0921	17.0921	-15.9346	15.9346
2.5	-16.5639	16.5639	-15.3667	15.3667
3.5	-16.3757	16.3757	-15.1636	15.1636
5	-16.5853	16.5853	-15.3898	15.3898
7	-17.3878	17.3878	-16.2514	16.2514
