-16.8901	16.8901	-14.2925	14.2925
-11.4332	11.4332	-7.05113	7.05113
-11.9647	11.9647	-7.88378	7.88378
-9.63806	9.63806	-3.44851	3.44851
-9.9775	9.9775	-4.30704	4.30704
-10.0044	10.0044	-4.36889	4.36889
-9.92411	9.92411	-4.18187	4.18187
-9.97171	9.97171	-4.29361	4.29361
-10.3486	10.3486	-5.10827	5.10827
-10.8491	10.8491	-6.05827	6.05827
-12.0156	12.0156	-7.96081	7.96081
-10.7709	10.7709	-5.91715	5.91715
-11.0507	11.0507	-6.41226	6.41226
-11.9851	11.9851	-7.91464	7.91464
-11.6118	11.6118	-7.33717	7.33717
-12.3863	12.3863	-8.51008	8.51008
-14.1959	14.1959	-10.9784	10.9784
-18.575	18.575	-16.249	16.249
-136.143	136.143	-135.845	135.845
