2.5	-27.6746	27.6746	-27.6746	27.6746
3.5	-21.5666	21.5666	-21.5666	21.5666
5	-18.9235	18.9235	-18.9235	18.9235
7	-19.0364	19.0364	-19.0364	19.0364
