1.25	-23.6734	23.6734	-23.6734	23.6734
1.75	-27.8455	27.8455	-27.8455	27.8455
2.5	-17.0019	17.0019	-17.0019	17.0019
3.5	-16.9245	16.9245	-16.9245	16.9245
5	-17.4533	17.4533	-17.4533	17.4533
