5	-19.1258	19.1258	-17.7711	17.7711
7	-17.8993	17.8993	-16.4438	16.4438
9	-18.0557	18.0557	-16.614	16.614
11	-18.649	18.649	-17.2569	17.2569
14	-20.1289	20.1289	-18.8464	18.8464
