0.9	-23.5857	23.5857	-22.5011	22.5011
1.1	-9.36807	9.36807	-6.1462	6.1462
1.3	-9.64331	9.64331	-6.55809	6.55809
1.5	-9.0382	9.0382	-5.63064	5.63064
1.7	-8.80395	8.80395	-5.2464	5.2464
1.9	-8.73061	8.73061	-5.12237	5.12237
2.1	-8.55164	8.55164	-4.81098	4.81098
2.3	-8.57287	8.57287	-4.84863	4.84863
2.5	-8.56992	8.56992	-4.84341	4.84341
2.8	-8.4317	8.4317	-4.59441	4.59441
3.25	-8.6052	8.6052	-4.90557	4.90557
3.75	-8.6414	8.6414	-4.9688	4.9688
4.5	-8.62012	8.62012	-4.93169	4.93169
5.5	-10.1779	10.1779	-7.32156	7.32156
7	-10.3169	10.3169	-7.51352	7.51352
9	-11.3726	11.3726	-8.90793	8.90793
11	-12.8628	12.8628	-10.7455	10.7455
