-10.9623	13.5616	-6.25882	10.1449
-9.24448	15.099	-2.11196	12.1235
-9.13513	9.44393	-1.56542	2.86145
-9.18235	10.2222	-1.82085	4.84696
-9.43897	10.2838	-2.84501	4.97556
-9.97226	10.5921	-4.29488	5.58496
-10.0657	11.7708	-4.50765	7.58625
-10.3028	10.8035	-5.01476	5.97631
-11.7842	11.3344	-7.6071	6.88969
-12.6372	14.8512	-8.8712	11.8134
-13.5744	11.0925	-10.1618	6.48415
-10.179	9.84021	-4.7553	3.97866
-10.6135	9.56421	-5.62552	3.23638
-11.8717	9.65718	-7.74189	3.50158
-11.4995	9.55392	-7.15815	3.20584
-12.7847	11.0241	-9.08012	6.36644
-14.3764	41.6761	-11.2108	40.6928
-79.3562	270.202	-78.8442	270.052
