	 	 p_{T}	 Yield Extraction 	 PID 	 chi2 gamma 	 reconst effi
0.5	37.9877	28.5228	19.7542	50.676	
0.7	10.4067	13.3462	12.4679	14.1086	
0.9	5.73455	2.84993	3.40006	5.42658	
1.1	6.77752	2.71538	2.61498	3.04116	
1.3	3.32178	1.36396	1.10095	2.77079	
1.5	3.30674	2.05017	2.11938	3.37014	
1.7	3.18943	1.64527	0.353554	2.8528	
1.9	4.50347	2.58143	1.53012	2.23752	
2.1	4.36296	2.75994	0.55864	1.09112	
2.3	1.6485	3.88597	2.18042	3.33202	
2.5	1.42987	3.30188	1.11167	1.84116	
2.8	1.05641	4.24831	1.79418	2.09098	
3.25	2.57425	4.86407	1.78273	3.54393	
3.75	3.50171	7.29536	2.39491	4.07562	
4.5	5.60608	5.74747	1.6954	2.4278	
5.5	2.72588	4.08627	1.82832	4.66086	
7	1.85189	12.2257	3.09568	6.66562	
9	26.3436	43.6415	13.5258	33.3797	
11	29.342	17.6176	2.00014	25.2844	
