-52.5893	52.5893	-51.8135	51.8135
-38.4199	38.4199	-37.3508	37.3508
-15.5879	15.5879	-12.7273	12.7273
-14.6573	14.6573	-11.5688	11.5688
-11.2137	11.2137	-6.68939	6.68939
-12.4611	12.4611	-8.61852	8.61852
-11.171	11.171	-6.61753	6.61753
-11.12	11.12	-6.53108	6.53108
-10.541	10.541	-5.48759	5.48759
-11.6028	11.6028	-7.32298	7.32298
-11.8613	11.8613	-7.72595	7.72595
-10.6784	10.6784	-5.7471	5.7471
-11.8361	11.8361	-7.68721	7.68721
-14.1589	14.1589	-10.9304	10.9304
-14.0071	14.0071	-10.7331	10.7331
-13.6565	13.6565	-10.2713	10.2713
-19.6599	19.6599	-17.4789	17.4789
-50.0275	50.0275	-49.2112	49.2112
-22.0575	22.0575	-20.1379	20.1379
